"id","nombre","tipos","es_legendario","es_mitico","capture_rate","hp","attack","defense","special_attack","special_defense","speed","height","weight","pokeapi_id","display_scale"
"1016","fezandipiti","poison,fairy","true","false","3","88","91","82","70","125","99","14","301","1016","1"
"1017","ogerpon","grass","true","false","5","80","120","84","60","96","110","12","398","1017","1"
"1018","archaludon","steel,dragon","false","false","10","90","105","130","125","65","85","20","600","1018","0.9"
"1019","hydrapple","grass,dragon","false","false","10","106","80","110","120","80","44","18","930","1019","0.9"
"1020","gouging-fire","fire,dragon","false","false","10","105","115","121","65","93","91","35","5900","1020","0.8"
"1021","raging-bolt","electric,dragon","false","false","10","125","73","91","137","89","75","52","4800","1021","0.7"
"1022","iron-boulder","rock,psychic","false","false","10","90","120","80","68","108","124","15","1625","1022","1"
"1023","iron-crown","steel,psychic","false","false","10","90","72","100","122","108","98","16","1560","1023","0.9"
"1024","terapagos","normal","true","false","255","90","65","85","65","85","60","2","65","1024","1.2"
"1025","pecharunt","poison,ghost","false","true","3","88","88","160","88","88","88","3","3","1025","1.2"
"1026","raichu-alola","electric,psychic","false","false","75","60","85","50","95","85","110","1","21","10100","1.2"
"1027","rattata-alola","dark,normal","false","false","255","30","56","35","25","35","72","3","38","10091","1.2"
"1028","raticate-alola","dark,normal","false","false","127","75","71","70","40","80","77","7","255","10092","1.1"
"1029","sandshrew-alola","ice,steel","false","false","255","50","75","90","10","35","40","7","400","10101","1.1"
"1030","sandslash-alola","ice,steel","false","false","90","75","100","120","25","65","65","12","550","10102","1"
"1031","vulpix-alola","ice","false","false","190","38","41","40","50","65","65","6","99","10103","1.1"
"1032","ninetales-alola","ice,fairy","false","false","75","73","67","75","81","100","109","11","199","10104","1"
"1033","diglett-alola","ground,steel","false","false","255","10","55","30","35","45","90","2","10","10105","1.2"
"1034","dugtrio-alola","ground,steel","false","false","50","35","100","60","50","70","110","7","666","10106","1.1"
"1035","meowth-alola","dark","false","false","255","40","35","35","50","40","90","4","42","10107","1.1"
"1036","persian-alola","dark","false","false","90","65","60","60","75","65","115","11","330","10108","1"
"1037","geodude-alola","rock,electric","false","false","255","40","80","100","30","30","20","4","203","10109","1.1"
"1038","graveler-alola","rock,electric","false","false","120","55","95","115","45","45","35","10","1100","10110","1"
"1039","golem-alola","rock,electric","false","false","45","80","120","130","55","65","45","17","3160","10111","0.9"
"1040","grimer-alola","poison,dark","false","false","190","80","80","50","40","50","25","7","420","10112","1.1"
"1041","muk-alola","poison,dark","false","false","75","105","105","75","65","100","50","10","520","10113","1"
"1042","exeggutor-alola","grass,dragon","false","false","45","95","105","85","125","75","45","109","4156","10114","0.7"
"1043","marowak-alola","fire,ghost","false","false","75","60","80","110","50","80","45","10","340","10115","1"
"1044","meowth-galar","steel","false","false","255","50","65","55","40","40","40","4","75","10161","1.1"
"1045","ponyta-galar","psychic","false","false","190","50","85","55","65","65","90","8","240","10162","1"
"1046","rapidash-galar","psychic,fairy","false","false","60","65","100","70","80","80","105","17","800","10163","0.9"
"1047","slowpoke-galar","psychic","false","false","190","90","65","65","40","40","15","12","360","10164","1"
"1048","slowbro-galar","poison,psychic","false","false","75","95","100","95","100","70","30","16","705","10165","0.9"
"1049","slowking-galar","poison,psychic","false","false","70","95","65","80","110","110","30","18","795","10172","0.9"
"1050","farfetchd-galar","fighting","false","false","45","52","95","55","58","62","55","8","420","10166","1"
"1051","weezing-galar","poison,fairy","false","false","60","65","90","120","85","70","60","30","160","10167","0.8"
"1052","mr-mime-galar","ice,psychic","false","false","45","50","65","65","90","90","100","14","568","10168","1"
"1053","corsola-galar","ghost","false","false","60","60","55","100","65","100","30","6","5","10173","1.1"
"1054","zigzagoon-galar","dark,normal","false","false","255","38","30","41","30","41","60","4","175","10174","1.1"
"1055","linoone-galar","dark,normal","false","false","90","78","70","61","50","61","100","5","325","10175","1.1"
"1056","darumaka-galar","ice","false","false","120","70","90","45","15","45","50","7","400","10176","1.1"
"1057","yamask-galar","ground,ghost","false","false","190","38","55","85","30","65","30","5","15","10179","1.1"
"1058","stunfisk-galar","ground,steel","false","false","75","109","81","99","66","84","32","7","205","10180","1.1"
"1059","growlithe-hisui","fire,rock","false","false","190","60","75","45","65","50","55","8","227","10229","1"
"1060","arcanine-hisui","fire,rock","false","false","75","95","115","80","95","80","90","20","1680","10230","0.9"
"1061","voltorb-hisui","electric,grass","false","false","190","40","30","50","55","55","100","5","130","10231","1.1"
"1062","electrode-hisui","electric,grass","false","false","60","60","50","70","80","80","150","12","710","10232","1"
"1063","typhlosion-hisui","fire,ghost","false","false","45","73","84","78","119","85","95","16","698","10233","0.9"
"1064","qwilfish-hisui","dark,poison","false","false","45","65","95","85","55","55","85","5","39","10234","1.1"
"1065","sneasel-hisui","fighting,poison","false","false","60","55","95","55","35","75","115","9","270","10235","1"
"1066","samurott-hisui","water,dark","false","false","45","90","108","80","100","65","85","15","582","10236","1"
"1067","lilligant-hisui","grass,fighting","false","false","75","70","105","75","50","75","105","12","192","10237","1"
"1068","zorua-hisui","normal,ghost","false","false","75","35","60","40","85","40","70","7","125","10238","1.1"
"1069","zoroark-hisui","normal,ghost","false","false","45","55","100","60","125","60","110","16","730","10239","0.9"
"1070","braviary-hisui","psychic,flying","false","false","60","110","83","70","112","70","65","17","434","10240","0.9"
"1071","sliggoo-hisui","steel,dragon","false","false","45","58","75","83","83","113","40","7","685","10241","1.1"
"1072","goodra-hisui","steel,dragon","false","false","45","80","100","100","110","150","60","17","3341","10242","0.9"
"1073","avalugg-hisui","ice,rock","false","false","55","95","127","184","34","36","38","14","2624","10243","1"
"1074","decidueye-hisui","grass,fighting","false","false","45","88","112","80","95","95","60","16","370","10244","0.9"
"1075","tauros-paldea-combat-breed","fighting","false","false","45","75","110","105","30","70","100","14","1150","10250","1"
"1076","tauros-paldea-blaze-breed","fighting,fire","false","false","45","75","110","105","30","70","100","14","850","10251","1"
"1077","tauros-paldea-aqua-breed","fighting,water","false","false","45","75","110","105","30","70","100","14","1100","10252","1"
